LAT,LON,CO,O3,PM025,,max lat,min lat,,,,,,
40.341,-80.103,68.811,30.475,2.9671,,,,,,,,,
40.343,-80.103,68.781,30.479,2.9675,,,,,,,,,
40.345,-80.103,68.743,30.485,2.968,,,,,,,,,
40.347,-80.103,68.692,30.493,2.9686,,,,,,,,,
40.349,-80.103,68.623,30.503,2.9695,,,,,,,,,
40.35,-80.103,68.528,30.518,2.9708,,,,,,,,,
40.352,-80.103,68.395,30.537,2.9725,,,,,,,,,
40.354,-80.103,68.214,30.564,2.975,,,,,,,,,
40.356,-80.103,67.981,30.598,2.9781,,,,,,,,,
40.358,-80.103,67.737,30.633,2.9814,,,,,,,,,
40.359,-80.103,67.587,30.654,2.9835,,,,,,,,,
40.361,-80.103,67.636,30.647,2.9828,,,,,,,,,
40.363,-80.103,67.847,30.617,2.9799,,,,,,,,,
40.365,-80.103,68.095,30.582,2.9766,,,,,,,,,
40.367,-80.103,68.305,30.551,2.9737,,,,,,,,,
40.368,-80.103,68.463,30.527,2.9716,,,,,,,,,
40.37,-80.103,68.576,30.51,2.9701,,,,,,,,,
40.372,-80.103,68.658,30.498,2.9691,,,,,,,,,
40.374,-80.103,68.718,30.489,2.9683,,,,,,,,,
40.376,-80.103,68.762,30.482,2.9677,,,,,,,,,
40.377,-80.103,68.796,30.477,2.9673,,,,,,,,,
40.379,-80.103,68.822,30.473,2.9669,,,,,,,,,
40.381,-80.103,68.842,30.47,2.9667,,,,,,,,,
40.383,-80.103,68.858,30.467,2.9664,,,,,,,,,
40.385,-80.103,68.871,30.465,2.9663,,,,,,,,,
40.386,-80.103,68.882,30.464,2.9661,,,,,,,,,
40.388,-80.103,68.891,30.462,2.966,,,,,,,,,
40.39,-80.103,68.898,30.461,2.9659,,,,,,,,,
40.392,-80.103,68.905,30.46,2.9658,,,,,,,,,
40.394,-80.103,68.91,30.459,2.9658,,,,,,,,,
40.395,-80.103,68.915,30.459,2.9657,,,,,,,,,
40.397,-80.103,68.918,30.458,2.9657,,,,,,,,,
40.399,-80.103,68.922,30.457,2.9656,,,,,,,,,
40.401,-80.103,68.925,30.457,2.9656,,,,,,,,,
40.402,-80.103,68.928,30.456,2.9655,,,,,,,,,
40.404,-80.103,68.93,30.456,2.9655,,,,,,,,,
40.406,-80.103,68.932,30.456,2.9655,,,,,,,,,
40.408,-80.103,80.979,31.222,4.527,,,,,,,,,
40.41,-80.103,136.85,30.296,10.981,,,,,,,,,
40.411,-80.103,136.85,30.296,10.981,,,,,,,,,
40.413,-80.103,136.85,30.296,10.981,,,,,,,,,
40.415,-80.103,136.85,30.296,10.981,,,,,,,,,
40.417,-80.103,136.85,30.296,10.981,,,,,,,,,
40.419,-80.103,136.85,30.296,10.981,,,,,,,,,
40.42,-80.103,136.85,30.296,10.981,,,,,,,,,
40.422,-80.103,136.85,30.295,10.981,,,,,,,,,
40.424,-80.103,136.85,30.295,10.981,,,,,,,,,
40.426,-80.103,136.85,30.295,10.981,,,,,,,,,
40.428,-80.103,136.85,30.295,10.981,,,,,,,,,
40.429,-80.103,136.85,30.295,10.981,,,,,,,,,
40.431,-80.103,136.85,30.295,10.981,,,,,,,,,
40.433,-80.103,136.85,30.295,10.981,,,,,,,,,
40.435,-80.103,136.85,30.295,10.981,,,,,,,,,
40.437,-80.103,136.85,30.295,10.981,,,,,,,,,
40.438,-80.103,136.85,30.295,10.981,,,,,,,,,
40.44,-80.103,136.85,30.295,10.981,,,,,,,,,
40.442,-80.103,136.85,30.295,10.981,,,,,,,,,
40.444,-80.103,136.85,30.295,10.981,,,,,,,,,
40.446,-80.103,136.85,30.295,10.981,,,,,,,,,
40.447,-80.103,136.85,30.295,10.981,,,,,,,,,
40.449,-80.103,136.85,30.295,10.981,,,,,,,,,
40.451,-80.103,136.85,30.295,10.981,,,,,,,,,
40.453,-80.103,136.85,30.295,10.981,,,,,,,,,
40.455,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.456,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.458,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.46,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.462,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.464,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.465,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.467,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.469,-80.103,157.41,33.562,7.7068,,,,,,,,,
40.471,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.473,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.474,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.476,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.478,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.48,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.482,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.483,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.485,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.487,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.489,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.491,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.492,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.494,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.496,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.498,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.5,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.501,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.503,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.505,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.507,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.509,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.51,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.512,-80.103,138.56,33.562,3.6046,,,,,,,,,
40.514,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.516,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.518,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.519,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.521,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.523,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.525,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.527,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.528,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.53,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.532,-80.103,138.56,35.424,3.6046,,,,,,,,,
40.262,-80.101,68.952,30.453,2.9652,,,,,,,,,
40.264,-80.101,68.952,30.453,2.9652,,,,,,,,,
40.266,-80.101,68.951,30.453,2.9652,,,,,,,,,
40.268,-80.101,68.951,30.453,2.9652,,,,,,,,,
40.269,-80.101,68.951,30.453,2.9652,,,,,,,,,
40.271,-80.101,68.951,30.453,2.9652,,,,,,,,,
40.273,-80.101,68.95,30.453,2.9652,,,,,,,,,
40.275,-80.101,68.95,30.453,2.9653,,,,,,,,,
40.277,-80.101,68.95,30.453,2.9653,,,,,,,,,
40.278,-80.101,68.949,30.453,2.9653,,,,,,,,,
40.28,-80.101,68.949,30.453,2.9653,,,,,,,,,
40.282,-80.101,68.949,30.453,2.9653,,,,,,,,,
40.284,-80.101,68.948,30.453,2.9653,,,,,,,,,
40.286,-80.101,68.948,30.453,2.9653,,,,,,,,,
40.287,-80.101,68.947,30.453,2.9653,,,,,,,,,
40.289,-80.101,68.947,30.454,2.9653,,,,,,,,,
40.291,-80.101,68.946,30.454,2.9653,,,,,,,,,
40.293,-80.101,68.945,30.454,2.9653,,,,,,,,,
40.295,-80.101,68.945,30.454,2.9653,,,,,,,,,
40.296,-80.101,68.944,30.454,2.9653,,,,,,,,,
40.298,-80.101,68.943,30.454,2.9653,,,,,,,,,
40.3,-80.101,68.942,30.454,2.9654,,,,,,,,,
40.302,-80.101,68.941,30.454,2.9654,,,,,,,,,
40.304,-80.101,68.94,30.454,2.9654,,,,,,,,,
40.305,-80.101,68.939,30.455,2.9654,,,,,,,,,
40.307,-80.101,68.938,30.455,2.9654,,,,,,,,,
40.309,-80.101,68.937,30.455,2.9654,,,,,,,,,
40.311,-80.101,68.935,30.455,2.9654,,,,,,,,,
40.313,-80.101,68.933,30.456,2.9655,,,,,,,,,
40.314,-80.101,68.931,30.456,2.9655,,,,,,,,,
40.316,-80.101,68.929,30.456,2.9655,,,,,,,,,
40.318,-80.101,68.927,30.457,2.9656,,,,,,,,,
40.32,-80.101,68.924,30.457,2.9656,,,,,,,,,
40.322,-80.101,68.921,30.458,2.9656,,,,,,,,,
40.323,-80.101,68.917,30.458,2.9657,,,,,,,,,
40.325,-80.101,68.913,30.459,2.9657,,,,,,,,,
40.327,-80.101,68.909,30.459,2.9658,,,,,,,,,
40.329,-80.101,68.903,30.46,2.9659,,,,,,,,,
40.331,-80.101,68.897,30.461,2.9659,,,,,,,,,
40.332,-80.101,68.889,30.462,2.966,,,,,,,,,
40.334,-80.101,68.88,30.464,2.9662,,,,,,,,,
40.336,-80.101,68.869,30.466,2.9663,,,,,,,,,
40.338,-80.101,68.856,30.468,2.9665,,,,,,,,,
40.34,-80.101,68.84,30.47,2.9667,,,,,,,,,
40.341,-80.101,68.819,30.473,2.967,,,,,,,,,
40.343,-80.101,68.794,30.477,2.9673,,,,,,,,,
40.345,-80.101,68.761,30.482,2.9677,,,,,,,,,
40.347,-80.101,68.719,30.489,2.9683,,,,,,,,,
40.349,-80.101,68.665,30.497,2.969,,,,,,,,,
40.35,-80.101,68.594,30.508,2.9699,,,,,,,,,
40.352,-80.101,68.504,30.521,2.9711,,,,,,,,,
40.354,-80.101,68.393,30.538,2.9726,,,,,,,,,
40.356,-80.101,68.268,30.556,2.9742,,,,,,,,,
40.358,-80.101,68.155,30.573,2.9758,,,,,,,,,
40.359,-80.101,68.094,30.582,2.9766,,,,,,,,,
40.361,-80.101,68.113,30.579,2.9763,,,,,,,,,
40.363,-80.101,68.204,30.566,2.9751,,,,,,,,,
40.365,-80.101,68.327,30.548,2.9735,,,,,,,,,
40.367,-80.101,68.447,30.53,2.9719,,,,,,,,,
40.368,-80.101,68.549,30.514,2.9705,,,,,,,,,
40.37,-80.101,68.63,30.502,2.9694,,,,,,,,,
40.372,-80.101,68.692,30.493,2.9686,,,,,,,,,
40.374,-80.101,68.74,30.485,2.968,,,,,,,,,
40.376,-80.101,68.777,30.48,2.9675,,,,,,,,,
40.377,-80.101,68.806,30.475,2.9671,,,,,,,,,
40.379,-80.101,68.829,30.472,2.9668,,,,,,,,,
40.381,-80.101,68.848,30.469,2.9666,,,,,,,,,
40.383,-80.101,68.862,30.467,2.9664,,,,,,,,,
40.385,-80.101,68.874,30.465,2.9662,,,,,,,,,
40.386,-80.101,68.884,30.463,2.9661,,,,,,,,,
40.388,-80.101,68.893,30.462,2.966,,,,,,,,,
40.39,-80.101,68.9,30.461,2.9659,,,,,,,,,
40.392,-80.101,68.906,30.46,2.9658,,,,,,,,,
40.394,-80.101,68.911,30.459,2.9658,,,,,,,,,
40.395,-80.101,68.915,30.458,2.9657,,,,,,,,,
40.397,-80.101,68.919,30.458,2.9657,,,,,,,,,
40.399,-80.101,68.922,30.457,2.9656,,,,,,,,,
40.401,-80.101,68.925,30.457,2.9656,,,,,,,,,
40.402,-80.101,68.928,30.456,2.9655,,,,,,,,,
40.404,-80.101,80.997,31.223,4.5295,,,,,,,,,
40.406,-80.101,136.85,30.296,10.981,,,,,,,,,
40.408,-80.101,136.85,30.296,10.981,,,,,,,,,
40.41,-80.101,136.85,30.296,10.981,,,,,,,,,
40.411,-80.101,136.85,30.296,10.981,,,,,,,,,
40.413,-80.101,136.85,30.296,10.981,,,,,,,,,
40.415,-80.101,136.85,30.296,10.981,,,,,,,,,
40.417,-80.101,136.85,30.296,10.981,,,,,,,,,
40.419,-80.101,136.85,30.296,10.981,,,,,,,,,
40.42,-80.101,136.85,30.296,10.981,,,,,,,,,
40.422,-80.101,136.85,30.296,10.981,,,,,,,,,
40.424,-80.101,136.85,30.295,10.981,,,,,,,,,
40.426,-80.101,136.85,30.295,10.981,,,,,,,,,
40.428,-80.101,136.85,30.295,10.981,,,,,,,,,
40.429,-80.101,136.85,30.295,10.981,,,,,,,,,
40.431,-80.101,136.85,30.295,10.981,,,,,,,,,
40.433,-80.101,136.85,30.295,10.981,,,,,,,,,
40.435,-80.101,136.85,30.295,10.981,,,,,,,,,
40.437,-80.101,136.85,30.295,10.981,,,,,,,,,
40.438,-80.101,136.85,30.295,10.981,,,,,,,,,
40.44,-80.101,136.85,30.295,10.981,,,,,,,,,
40.442,-80.101,136.85,30.295,10.981,,,,,,,,,
40.444,-80.101,136.85,30.295,10.981,,,,,,,,,
40.446,-80.101,136.85,30.295,10.981,,,,,,,,,
40.447,-80.101,136.85,30.295,10.981,,,,,,,,,
40.449,-80.101,136.85,30.295,10.981,,,,,,,,,
40.451,-80.101,136.85,30.295,10.981,,,,,,,,,
40.453,-80.101,157.41,33.562,7.7069,,,,,,,,,
40.455,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.456,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.458,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.46,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.462,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.464,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.465,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.467,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.469,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.471,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.473,-80.101,157.41,33.562,7.7068,,,,,,,,,
40.474,-80.101,140.03,33.562,7.0895,,,,,,,,,
40.476,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.478,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.48,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.482,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.483,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.485,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.487,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.489,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.491,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.492,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.494,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.496,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.498,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.5,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.501,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.503,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.505,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.507,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.509,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.51,-80.101,138.56,33.562,3.6046,,,,,,,,,
40.512,-80.101,138.56,34.646,3.6046,,,,,,,,,
40.514,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.516,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.518,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.519,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.521,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.523,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.525,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.527,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.528,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.53,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.532,-80.101,138.56,35.424,3.6046,,,,,,,,,
40.262,-80.098,68.952,30.453,2.9652,,,,,,,,,
40.264,-80.098,68.952,30.453,2.9652,,,,,,,,,
40.266,-80.098,68.951,30.453,2.9652,,,,,,,,,
40.268,-80.098,68.951,30.453,2.9652,,,,,,,,,
40.269,-80.098,68.951,30.453,2.9652,,,,,,,,,
40.271,-80.098,68.951,30.453,2.9652,,,,,,,,,
40.273,-80.098,68.95,30.453,2.9652,,,,,,,,,
40.275,-80.098,68.95,30.453,2.9653,,,,,,,,,
40.277,-80.098,68.95,30.453,2.9653,,,,,,,,,
40.278,-80.098,68.949,30.453,2.9653,,,,,,,,,
40.28,-80.098,68.949,30.453,2.9653,,,,,,,,,
40.282,-80.098,68.949,30.453,2.9653,,,,,,,,,
40.284,-80.098,68.948,30.453,2.9653,,,,,,,,,
40.286,-80.098,68.948,30.453,2.9653,,,,,,,,,
40.287,-80.098,68.947,30.453,2.9653,,,,,,,,,
40.289,-80.098,68.947,30.453,2.9653,,,,,,,,,
40.291,-80.098,68.946,30.454,2.9653,,,,,,,,,
40.293,-80.098,68.946,30.454,2.9653,,,,,,,,,
40.295,-80.098,68.945,30.454,2.9653,,,,,,,,,
40.296,-80.098,68.944,30.454,2.9653,,,,,,,,,
40.298,-80.098,68.943,30.454,2.9653,,,,,,,,,
40.3,-80.098,68.942,30.454,2.9654,,,,,,,,,
40.302,-80.098,68.942,30.454,2.9654,,,,,,,,,
40.304,-80.098,68.941,30.454,2.9654,,,,,,,,,
40.305,-80.098,68.939,30.455,2.9654,,,,,,,,,
40.307,-80.098,68.938,30.455,2.9654,,,,,,,,,
40.309,-80.098,68.937,30.455,2.9654,,,,,,,,,
40.311,-80.098,68.935,30.455,2.9654,,,,,,,,,
40.313,-80.098,68.934,30.456,2.9655,,,,,,,,,
40.314,-80.098,68.932,30.456,2.9655,,,,,,,,,
40.316,-80.098,68.93,30.456,2.9655,,,,,,,,,
40.318,-80.098,68.927,30.457,2.9655,,,,,,,,,
40.32,-80.098,68.925,30.457,2.9656,,,,,,,,,
40.322,-80.098,68.922,30.457,2.9656,,,,,,,,,
40.323,-80.098,68.918,30.458,2.9657,,,,,,,,,
40.325,-80.098,68.914,30.459,2.9657,,,,,,,,,
40.327,-80.098,68.91,30.459,2.9658,,,,,,,,,
40.329,-80.098,68.905,30.46,2.9658,,,,,,,,,
40.331,-80.098,68.899,30.461,2.9659,,,,,,,,,
40.332,-80.098,68.892,30.462,2.966,,,,,,,,,
40.334,-80.098,68.883,30.463,2.9661,,,,,,,,,
40.336,-80.098,68.873,30.465,2.9663,,,,,,,,,
40.338,-80.098,68.861,30.467,2.9664,,,,,,,,,
40.34,-80.098,68.847,30.469,2.9666,,,,,,,,,
40.341,-80.098,68.829,30.472,2.9668,,,,,,,,,
40.343,-80.098,68.807,30.475,2.9671,,,,,,,,,
40.345,-80.098,68.78,30.479,2.9675,,,,,,,,,
40.347,-80.098,68.746,30.484,2.9679,,,,,,,,,
40.349,-80.098,68.705,30.491,2.9685,,,,,,,,,
40.35,-80.098,68.654,30.499,2.9691,,,,,,,,,
40.352,-80.098,68.593,30.508,2.9699,,,,,,,,,
40.354,-80.098,68.525,30.518,2.9708,,,,,,,,,
40.356,-80.098,68.455,30.528,2.9717,,,,,,,,,
40.358,-80.098,68.398,30.537,2.9725,,,,,,,,,
40.359,-80.098,68.369,30.541,2.9729,,,,,,,,,
40.361,-80.098,68.378,30.54,2.9728,,,,,,,,,
40.363,-80.098,68.422,30.533,2.9722,,,,,,,,,
40.365,-80.098,68.487,30.524,2.9713,,,,,,,,,
40.367,-80.098,68.557,30.513,2.9704,,,,,,,,,
40.368,-80.098,68.623,30.503,2.9695,,,,,,,,,
40.37,-80.098,68.679,30.495,2.9688,,,,,,,,,
40.372,-80.098,68.725,30.488,2.9682,,,,,,,,,
40.374,-80.098,68.763,30.482,2.9677,,,,,,,,,
40.376,-80.098,68.793,30.477,2.9673,,,,,,,,,
40.377,-80.098,68.818,30.473,2.967,,,,,,,,,
40.379,-80.098,68.838,30.47,2.9667,,,,,,,,,
40.381,-80.098,68.854,30.468,2.9665,,,,,,,,,
40.383,-80.098,68.867,30.466,2.9663,,,,,,,,,
40.385,-80.098,68.878,30.464,2.9662,,,,,,,,,
40.386,-80.098,68.887,30.463,2.9661,,,,,,,,,
40.388,-80.098,68.895,30.462,2.966,,,,,,,,,
40.39,-80.098,68.902,30.461,2.9659,,,,,,,,,
40.392,-80.098,68.907,30.46,2.9658,,,,,,,,,
40.394,-80.098,68.912,30.459,2.9657,,,,,,,,,
40.395,-80.098,68.916,30.458,2.9657,,,,,,,,,
40.397,-80.098,68.92,30.458,2.9656,,,,,,,,,
40.399,-80.098,68.923,30.457,2.9656,,,,,,,,,
40.401,-80.098,88.937,31.62,6.0831,,,,,,,,,
40.402,-80.098,136.84,30.296,10.981,,,,,,,,,
40.404,-80.098,136.84,30.296,10.981,,,,,,,,,
40.406,-80.098,136.84,30.296,10.981,,,,,,,,,
40.408,-80.098,136.85,30.296,10.981,,,,,,,,,
40.41,-80.098,136.85,30.296,10.981,,,,,,,,,
40.411,-80.098,136.85,30.296,10.981,,,,,,,,,
40.413,-80.098,136.85,30.296,10.981,,,,,,,,,
40.415,-80.098,136.85,30.296,10.981,,,,,,,,,
40.417,-80.098,136.85,30.296,10.981,,,,,,,,,
40.419,-80.098,136.85,30.296,10.981,,,,,,,,,
40.42,-80.098,136.85,30.296,10.981,,,,,,,,,
40.422,-80.098,136.85,30.296,10.981,,,,,,,,,
40.424,-80.098,136.85,30.296,10.981,,,,,,,,,
40.426,-80.098,136.85,30.295,10.981,,,,,,,,,
40.428,-80.098,136.85,30.295,10.981,,,,,,,,,
40.429,-80.098,136.85,30.295,10.981,,,,,,,,,
40.431,-80.099,136.85,30.295,10.981,,,,,,,,,
40.433,-80.099,136.85,30.295,10.981,,,,,,,,,
40.435,-80.099,136.85,30.295,10.981,,,,,,,,,
40.437,-80.099,136.85,30.295,10.981,,,,,,,,,
40.438,-80.099,136.85,30.295,10.981,,,,,,,,,
40.44,-80.099,136.85,30.295,10.981,,,,,,,,,
40.442,-80.099,136.85,30.295,10.981,,,,,,,,,
40.444,-80.099,136.85,30.295,10.981,,,,,,,,,
40.446,-80.099,136.85,30.295,10.981,,,,,,,,,
40.447,-80.099,136.85,30.295,10.981,,,,,,,,,
40.449,-80.099,136.85,30.295,10.981,,,,,,,,,
40.451,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.453,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.455,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.456,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.458,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.46,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.462,-80.099,157.41,33.562,7.7069,,,,,,,,,
40.464,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.465,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.467,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.469,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.471,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.473,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.474,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.476,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.478,-80.099,157.41,33.562,7.7068,,,,,,,,,
40.48,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.482,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.483,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.485,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.487,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.489,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.491,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.492,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.494,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.496,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.498,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.5,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.501,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.503,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.505,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.507,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.509,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.51,-80.099,138.56,33.562,3.6046,,,,,,,,,
40.512,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.514,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.516,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.518,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.519,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.521,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.523,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.525,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.527,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.528,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.53,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.532,-80.099,138.56,35.424,3.6046,,,,,,,,,
40.262,-80.096,68.952,30.453,2.9652,,,,,,,,,
40.264,-80.096,68.952,30.453,2.9652,,,,,,,,,
40.266,-80.096,68.952,30.453,2.9652,,,,,,,,,
40.268,-80.096,68.951,30.453,2.9652,,,,,,,,,
40.269,-80.096,68.951,30.453,2.9652,,,,,,,,,
40.271,-80.096,68.951,30.453,2.9652,,,,,,,,,
40.273,-80.096,68.95,30.453,2.9652,,,,,,,,,
40.275,-80.096,68.95,30.453,2.9653,,,,,,,,,
40.277,-80.096,68.95,30.453,2.9653,,,,,,,,,
40.278,-80.096,68.949,30.453,2.9653,,,,,,,,,
40.28,-80.096,68.949,30.453,2.9653,,,,,,,,,
40.282,-80.096,68.949,30.453,2.9653,,,,,,,,,
40.284,-80.096,68.948,30.453,2.9653,,,,,,,,,
40.286,-80.096,68.948,30.453,2.9653,,,,,,,,,
40.287,-80.096,68.947,30.453,2.9653,,,,,,,,,
40.289,-80.096,68.947,30.453,2.9653,,,,,,,,,
40.291,-80.096,68.946,30.454,2.9653,,,,,,,,,
40.293,-80.096,68.946,30.454,2.9653,,,,,,,,,
40.295,-80.096,68.945,30.454,2.9653,,,,,,,,,
40.296,-80.096,68.944,30.454,2.9653,,,,,,,,,
40.298,-80.096,68.943,30.454,2.9653,,,,,,,,,
40.3,-80.096,68.943,30.454,2.9654,,,,,,,,,
40.302,-80.096,68.942,30.454,2.9654,,,,,,,,,
40.304,-80.096,68.941,30.454,2.9654,,,,,,,,,
40.305,-80.096,68.94,30.455,2.9654,,,,,,,,,
40.307,-80.096,68.938,30.455,2.9654,,,,,,,,,
40.309,-80.096,68.937,30.455,2.9654,,,,,,,,,
40.311,-80.096,68.936,30.455,2.9654,,,,,,,,,
40.313,-80.096,68.934,30.455,2.9655,,,,,,,,,
40.314,-80.096,68.932,30.456,2.9655,,,,,,,,,
40.316,-80.096,68.93,30.456,2.9655,,,,,,,,,
40.318,-80.096,68.928,30.456,2.9655,,,,,,,,,
40.32,-80.096,68.925,30.457,2.9656,,,,,,,,,
40.322,-80.096,68.923,30.457,2.9656,,,,,,,,,
40.323,-80.096,68.919,30.458,2.9657,,,,,,,,,
40.325,-80.096,68.916,30.458,2.9657,,,,,,,,,
40.327,-80.096,68.911,30.459,2.9658,,,,,,,,,
40.329,-80.096,68.906,30.46,2.9658,,,,,,,,,
40.331,-80.096,68.901,30.461,2.9659,,,,,,,,,
40.332,-80.096,68.894,30.462,2.966,,,,,,,,,
40.334,-80.096,68.887,30.463,2.9661,,,,,,,,,
40.336,-80.096,68.878,30.464,2.9662,,,,,,,,,
40.338,-80.096,68.867,30.466,2.9663,,,,,,,,,
40.34,-80.096,68.854,30.468,2.9665,,,,,,,,,
