LAT,LON,CO,O3,PM025,,max lat,min lat,,,,,,
40.275,-79.954,118.37,31.385,7.6986,,,,,,,,,
40.277,-79.954,118.37,31.385,7.6986,,,,,,,,,
40.278,-79.954,118.37,31.385,7.6987,,,,,,,,,
40.28,-79.954,118.37,31.385,7.6987,,,,,,,,,
40.282,-79.954,118.37,31.385,7.6987,,,,,,,,,
40.284,-79.954,118.37,23.519,7.6987,,,,,,,,,
40.286,-79.954,118.37,23.519,7.6987,,,,,,,,,
40.287,-79.954,118.37,23.519,7.6987,,,,,,,,,
40.289,-79.954,172.88,23.519,5.3914,,,,,,,,,
40.291,-79.954,172.88,23.519,5.3914,,,,,,,,,
40.293,-79.954,172.88,23.519,5.3914,,,,,,,,,
40.295,-79.954,172.89,23.519,5.3914,,,,,,,,,
40.296,-79.954,172.89,23.519,5.3914,,,,,,,,,
40.298,-79.954,172.89,23.519,5.3914,,,,,,,,,
40.3,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.302,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.304,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.305,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.307,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.309,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.311,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.313,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.314,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.316,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.318,-79.954,172.89,23.519,5.3915,,,,,,,,,
40.32,-79.954,166.46,34.674,8.4039,,,,,,,,,
40.322,-79.954,160.12,37.407,9.0139,,,,,,,,,
40.323,-79.954,160.12,37.406,9.0139,,,,,,,,,
40.325,-79.954,160.12,37.406,9.014,,,,,,,,,
40.327,-79.954,160.12,37.406,9.0141,,,,,,,,,
40.329,-79.954,160.12,37.406,9.0142,,,,,,,,,
40.331,-79.954,160.12,37.406,9.0144,,,,,,,,,
40.332,-79.954,160.13,37.406,9.0145,,,,,,,,,
40.334,-79.954,160.13,37.406,9.0147,,,,,,,,,
40.336,-79.954,160.13,37.406,9.0148,,,,,,,,,
40.338,-79.954,160.13,37.406,9.015,,,,,,,,,
40.34,-79.954,160.14,37.406,9.0152,,,,,,,,,
40.341,-79.954,160.14,37.405,9.0155,,,,,,,,,
40.343,-79.954,160.14,37.405,9.0157,,,,,,,,,
40.345,-79.954,160.15,37.405,9.016,,,,,,,,,
40.347,-79.954,160.15,37.405,9.0162,,,,,,,,,
40.349,-79.954,160.15,37.405,9.0165,,,,,,,,,
40.35,-79.954,160.16,37.405,9.0167,,,,,,,,,
40.352,-79.954,160.16,37.405,9.0169,,,,,,,,,
40.354,-79.954,160.16,37.405,9.017,,,,,,,,,
40.356,-79.954,160.16,37.405,9.017,,,,,,,,,
40.358,-79.954,160.16,37.405,9.0169,,,,,,,,,
40.359,-79.954,160.16,37.405,9.0168,,,,,,,,,
40.361,-79.954,160.16,37.405,9.0166,,,,,,,,,
40.363,-79.954,160.15,37.405,9.0164,,,,,,,,,
40.365,-79.954,160.15,37.405,9.0161,,,,,,,,,
40.367,-79.954,160.15,37.405,9.0159,,,,,,,,,
40.368,-79.954,160.14,37.405,9.0156,,,,,,,,,
40.37,-79.954,160.14,37.406,9.0154,,,,,,,,,
40.372,-79.954,160.14,37.406,9.0152,,,,,,,,,
40.374,-79.954,160.13,37.406,9.0149,,,,,,,,,
40.376,-79.954,160.13,37.406,9.0148,,,,,,,,,
40.377,-79.954,160.13,37.406,9.0146,,,,,,,,,
40.379,-79.954,178.43,37.406,12.553,,,,,,,,,
40.381,-79.954,178.43,37.406,12.554,,,,,,,,,
40.383,-79.954,178.44,37.406,12.554,,,,,,,,,
40.385,-79.954,178.44,37.406,12.554,,,,,,,,,
40.386,-79.954,178.44,37.406,12.554,,,,,,,,,
40.388,-79.954,178.44,36.659,12.554,,,,,,,,,
40.39,-79.954,178.44,32.942,12.554,,,,,,,,,
40.392,-79.954,178.44,32.942,12.554,,,,,,,,,
40.394,-79.954,178.44,32.942,12.554,,,,,,,,,
40.395,-79.954,178.43,32.942,12.554,,,,,,,,,
40.397,-79.954,178.43,32.942,12.553,,,,,,,,,
40.399,-79.954,154.64,32.943,9.6978,,,,,,,,,
40.401,-79.954,154.65,32.943,9.6979,,,,,,,,,
40.402,-79.954,154.66,32.943,9.6981,,,,,,,,,
40.404,-79.954,154.67,32.943,9.6982,,,,,,,,,
40.406,-79.954,154.68,32.944,9.6983,,,,,,,,,
40.408,-79.954,154.69,32.944,9.6985,,,,,,,,,
40.41,-79.954,154.7,32.945,9.6987,,,,,,,,,
40.411,-79.954,154.72,32.945,9.6989,,,,,,,,,
40.413,-79.954,154.73,32.946,9.6991,,,,,,,,,
40.415,-79.954,154.74,32.946,9.6993,,,,,,,,,
40.417,-79.954,154.76,32.947,9.6995,,,,,,,,,
40.419,-79.954,154.77,32.947,9.6996,,,,,,,,,
40.42,-79.954,154.77,32.947,9.6997,,,,,,,,,
40.422,-79.954,154.78,32.947,9.6998,,,,,,,,,
40.424,-79.954,161.12,28.609,9.6997,,,,,,,,,
40.426,-79.954,160.49,21.878,9.6996,,,,,,,,,
40.428,-79.954,160.49,21.877,9.8727,,,,,,,,,
40.429,-79.954,160.48,21.876,9.3418,,,,,,,,,
40.431,-79.954,160.48,21.874,9.3438,,,,,,,,,
40.433,-79.954,160.48,21.872,9.3463,,,,,,,,,
40.435,-79.954,160.47,21.869,9.3493,,,,,,,,,
40.437,-79.954,160.47,21.867,9.3526,,,,,,,,,
40.438,-79.954,160.47,21.866,9.3558,,,,,,,,,
40.44,-79.954,160.47,21.867,9.3583,,,,,,,,,
40.442,-79.954,159.41,24.031,9.3592,,,,,,,,,
40.444,-79.954,155.7,26.438,9.3583,,,,,,,,,
40.446,-79.954,153.91,28.849,9.3558,,,,,,,,,
40.447,-79.954,150.14,34.978,7.875,,,,,,,,,
40.449,-79.954,147.15,35.706,6.0574,,,,,,,,,
40.451,-79.954,147.16,35.707,6.0587,,,,,,,,,
40.453,-79.954,147.15,35.707,6.0583,,,,,,,,,
40.455,-79.954,147.14,35.706,6.0564,,,,,,,,,
40.456,-79.954,111.48,35.963,9.1569,,,,,,,,,
40.458,-79.954,111.44,35.965,9.1549,,,,,,,,,
40.46,-79.954,111.38,35.969,9.1515,,,,,,,,,
40.462,-79.954,111.28,35.975,9.1459,,,,,,,,,
40.464,-79.954,111.15,35.983,9.1379,,,,,,,,,
40.465,-79.954,111.05,35.989,9.1322,,,,,,,,,
40.467,-79.954,111.11,35.985,9.1359,,,,,,,,,
40.469,-79.954,111.25,35.977,9.1441,,,,,,,,,
40.471,-79.954,111.36,35.97,9.1503,,,,,,,,,
40.473,-79.954,69.519,35.966,7.2077,,,,,,,,,
40.474,-79.954,69.378,35.964,7.2026,,,,,,,,,
40.476,-79.954,69.204,35.962,7.1943,,,,,,,,,
40.478,-79.954,69.117,36.518,7.1857,,,,,,,,,
40.48,-79.954,69.149,35.471,7.1901,,,,,,,,,
40.482,-79.954,69.306,35.468,7.1996,,,,,,,,,
40.483,-79.954,69.467,35.465,7.2059,,,,,,,,,
40.485,-79.954,69.579,35.46,7.2095,,,,,,,,,
40.487,-79.954,69.65,35.456,7.2117,,,,,,,,,
40.489,-79.954,69.696,35.452,7.213,,,,,,,,,
40.491,-79.954,69.726,35.448,7.2139,,,,,,,,,
40.492,-79.954,69.747,35.445,7.2144,,,,,,,,,
40.494,-79.954,69.763,35.442,7.2149,,,,,,,,,
40.496,-79.954,69.774,35.44,7.2152,,,,,,,,,
40.498,-79.954,69.782,35.438,7.2154,,,,,,,,,
40.5,-79.954,69.789,35.436,7.2156,,,,,,,,,
40.501,-79.954,69.794,35.434,7.2157,,,,,,,,,
40.503,-79.954,69.798,35.433,7.2158,,,,,,,,,
40.505,-79.954,69.801,35.432,7.2159,,,,,,,,,
40.507,-79.954,69.804,35.431,7.216,,,,,,,,,
40.509,-79.954,69.806,35.43,7.216,,,,,,,,,
40.51,-79.954,69.808,35.43,7.2161,,,,,,,,,
40.512,-79.954,69.81,35.429,7.2161,,,,,,,,,
40.514,-79.954,69.811,35.429,7.2162,,,,,,,,,
40.516,-79.954,69.813,35.428,7.2162,,,,,,,,,
40.518,-79.954,69.814,35.428,7.2162,,,,,,,,,
40.519,-79.954,69.815,35.427,7.2163,,,,,,,,,
40.521,-79.954,69.815,29.962,7.2163,,,,,,,,,
40.523,-79.954,69.816,25.026,7.2163,,,,,,,,,
40.525,-79.954,69.817,25.026,7.2163,,,,,,,,,
40.527,-79.954,140.49,25.026,7.4018,,,,,,,,,
40.528,-79.954,140.49,25.026,7.4017,,,,,,,,,
40.53,-79.954,140.49,25.026,7.4017,,,,,,,,,
40.532,-79.954,140.49,25.026,7.4017,,,,,,,,,
40.262,-79.952,118.38,31.384,7.6986,,,,,,,,,
40.264,-79.952,118.37,31.384,7.6986,,,,,,,,,
40.266,-79.952,118.37,31.384,7.6986,,,,,,,,,
40.268,-79.952,118.37,31.384,7.6986,,,,,,,,,
40.269,-79.952,118.37,31.385,7.6986,,,,,,,,,
40.271,-79.952,118.37,31.385,7.6986,,,,,,,,,
40.273,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.275,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.277,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.278,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.28,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.282,-79.952,118.37,31.385,7.6987,,,,,,,,,
40.284,-79.952,118.37,28.837,7.6987,,,,,,,,,
40.286,-79.952,118.37,23.519,7.6987,,,,,,,,,
40.287,-79.952,118.37,23.519,7.6987,,,,,,,,,
40.289,-79.952,163.2,23.519,5.8727,,,,,,,,,
40.291,-79.952,172.89,23.519,5.3914,,,,,,,,,
40.293,-79.952,172.89,23.519,5.3914,,,,,,,,,
40.295,-79.952,172.89,23.519,5.3914,,,,,,,,,
40.296,-79.952,172.89,23.519,5.3914,,,,,,,,,
40.298,-79.952,172.89,23.519,5.3915,,,,,,,,,
40.3,-79.952,172.89,23.519,5.3915,,,,,,,,,
40.302,-79.952,172.89,23.519,5.3915,,,,,,,,,
40.304,-79.952,172.89,23.519,5.3915,,,,,,,,,
40.305,-79.952,172.89,23.519,5.3915,,,,,,,,,
40.307,-79.952,172.89,23.52,5.3915,,,,,,,,,
40.309,-79.952,172.89,23.52,5.3915,,,,,,,,,
40.311,-79.952,172.89,23.52,5.3915,,,,,,,,,
40.313,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.314,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.316,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.318,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.32,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.322,-79.952,172.9,23.52,5.3915,,,,,,,,,
40.323,-79.952,160.12,37.406,9.0139,,,,,,,,,
40.325,-79.952,160.12,37.406,9.014,,,,,,,,,
40.327,-79.952,160.12,37.406,9.0141,,,,,,,,,
40.329,-79.952,160.12,37.406,9.0142,,,,,,,,,
40.331,-79.952,160.12,37.406,9.0143,,,,,,,,,
40.332,-79.952,160.12,37.406,9.0144,,,,,,,,,
40.334,-79.952,160.13,37.406,9.0145,,,,,,,,,
40.336,-79.952,160.13,37.406,9.0147,,,,,,,,,
40.338,-79.952,160.13,37.406,9.0148,,,,,,,,,
40.34,-79.952,160.13,37.406,9.015,,,,,,,,,
40.341,-79.952,160.14,37.406,9.0152,,,,,,,,,
40.343,-79.952,160.14,37.406,9.0154,,,,,,,,,
40.345,-79.952,160.14,37.405,9.0156,,,,,,,,,
40.347,-79.952,160.14,37.405,9.0158,,,,,,,,,
40.349,-79.952,160.15,37.405,9.0159,,,,,,,,,
40.35,-79.952,160.15,37.405,9.0161,,,,,,,,,
40.352,-79.952,160.15,37.405,9.0162,,,,,,,,,
40.354,-79.952,160.15,37.405,9.0163,,,,,,,,,
40.356,-79.952,160.15,37.405,9.0163,,,,,,,,,
40.358,-79.952,160.15,37.405,9.0163,,,,,,,,,
40.359,-79.952,160.15,37.405,9.0162,,,,,,,,,
40.361,-79.952,160.15,37.405,9.016,,,,,,,,,
40.363,-79.952,160.15,37.405,9.0159,,,,,,,,,
40.365,-79.952,160.14,37.405,9.0157,,,,,,,,,
40.367,-79.952,160.14,37.405,9.0155,,,,,,,,,
40.368,-79.952,160.14,37.406,9.0153,,,,,,,,,
40.37,-79.952,160.14,37.406,9.0151,,,,,,,,,
40.372,-79.952,160.13,37.406,9.0149,,,,,,,,,
40.374,-79.952,160.13,37.406,9.0148,,,,,,,,,
40.376,-79.952,180.87,37.406,11.09,,,,,,,,,
40.377,-79.952,178.44,37.406,12.554,,,,,,,,,
40.379,-79.952,178.45,37.406,12.554,,,,,,,,,
40.381,-79.952,178.45,37.406,12.555,,,,,,,,,
40.383,-79.952,178.46,37.406,12.555,,,,,,,,,
40.385,-79.952,178.47,37.406,12.556,,,,,,,,,
40.386,-79.952,178.47,37.406,12.556,,,,,,,,,
40.388,-79.952,178.47,32.942,12.556,,,,,,,,,
40.39,-79.952,178.47,32.942,12.556,,,,,,,,,
40.392,-79.952,178.47,32.942,12.556,,,,,,,,,
40.394,-79.952,178.46,32.942,12.555,,,,,,,,,
40.395,-79.952,178.46,32.942,12.555,,,,,,,,,
40.397,-79.952,178.45,32.942,12.555,,,,,,,,,
40.399,-79.952,190.21,32.943,12.283,,,,,,,,,
40.401,-79.952,154.66,32.943,9.698,,,,,,,,,
40.402,-79.952,154.66,32.943,9.6982,,,,,,,,,
40.404,-79.952,154.68,32.944,9.6983,,,,,,,,,
40.406,-79.952,154.69,32.944,9.6985,,,,,,,,,
40.408,-79.952,154.7,32.945,9.6987,,,,,,,,,
40.41,-79.952,154.72,32.945,9.6989,,,,,,,,,
40.411,-79.952,154.74,32.946,9.6992,,,,,,,,,
40.413,-79.952,154.76,32.947,9.6995,,,,,,,,,
40.415,-79.952,154.78,32.948,9.6998,,,,,,,,,
40.417,-79.952,154.8,32.948,9.7001,,,,,,,,,
40.419,-79.952,154.81,32.949,9.7003,,,,,,,,,
40.42,-79.952,154.83,32.949,9.7005,,,,,,,,,
40.422,-79.952,154.83,32.949,9.7005,,,,,,,,,
40.424,-79.952,154.83,32.949,9.7005,,,,,,,,,
40.426,-79.952,154.81,32.949,9.7003,,,,,,,,,
40.428,-79.952,160.49,21.878,9.7001,,,,,,,,,
40.429,-79.952,160.48,21.877,9.3431,,,,,,,,,
40.431,-79.952,160.48,21.876,9.3458,,,,,,,,,
40.433,-79.952,160.48,21.874,9.3493,,,,,,,,,
40.435,-79.952,159.38,24.109,9.3538,,,,,,,,,
40.437,-79.952,155.65,26.509,9.3592,,,,,,,,,
40.438,-79.952,153.25,31.036,9.3651,,,,,,,,,
40.44,-79.952,149.98,33.284,9.3701,,,,,,,,,
40.442,-79.952,149.98,33.285,9.3721,,,,,,,,,
40.444,-79.952,149.98,33.284,9.3701,,,,,,,,,
40.446,-79.952,149.97,33.281,9.3651,,,,,,,,,
40.447,-79.952,150.14,34.987,7.8652,,,,,,,,,
40.449,-79.952,147.21,35.711,6.0681,,,,,,,,,
40.451,-79.952,147.22,35.712,6.0707,,,,,,,,,
40.453,-79.952,147.21,35.712,6.0699,,,,,,,,,
40.455,-79.952,147.19,35.71,6.066,,,,,,,,,
40.456,-79.952,147.17,35.708,6.0606,,,,,,,,,
40.458,-79.952,111.46,35.964,9.1562,,,,,,,,,
40.46,-79.952,111.43,35.966,9.1542,,,,,,,,,
40.462,-79.952,111.38,35.969,9.1516,,,,,,,,,
40.464,-79.952,111.33,35.972,9.1487,,,,,,,,,
40.465,-79.952,111.31,35.973,9.1472,,,,,,,,,
40.467,-79.952,111.32,35.972,9.1481,,,,,,,,,
40.469,-79.952,111.37,35.97,9.1508,,,,,,,,,
40.471,-79.952,111.42,35.967,9.1536,,,,,,,,,
40.473,-79.952,69.568,35.964,7.2092,,,,,,,,,
40.474,-79.952,69.475,35.963,7.2062,,,,,,,,,
40.476,-79.952,69.372,35.962,7.2024,,,,,,,,,
40.478,-79.952,69.31,35.961,7.1998,,,,,,,,,
40.48,-79.952,69.337,35.46,7.201,,,,,,,,,
40.482,-79.952,69.432,35.459,7.2046,,,,,,,,,
40.483,-79.952,69.533,35.456,7.2081,,,,,,,,,
40.485,-79.952,69.611,35.453,7.2105,,,,,,,,,
40.487,-79.952,69.667,35.45,7.2122,,,,,,,,,
40.489,-79.952,69.705,35.447,7.2133,,,,,,,,,
40.491,-79.952,69.732,35.445,7.214,,,,,,,,,
40.492,-79.952,69.751,35.442,7.2145,,,,,,,,,
40.494,-79.952,69.765,35.44,7.2149,,,,,,,,,
40.496,-79.952,69.775,35.438,7.2152,,,,,,,,,
40.498,-79.952,69.783,35.436,7.2154,,,,,,,,,
40.5,-79.952,69.79,35.435,7.2156,,,,,,,,,
40.501,-79.952,69.795,35.434,7.2157,,,,,,,,,
40.503,-79.952,69.798,35.433,7.2158,,,,,,,,,
40.505,-79.952,69.802,35.432,7.2159,,,,,,,,,
40.507,-79.952,69.804,35.431,7.216,,,,,,,,,
40.509,-79.952,69.807,35.43,7.216,,,,,,,,,
40.51,-79.952,69.809,35.429,7.2161,,,,,,,,,
40.512,-79.952,69.81,35.429,7.2161,,,,,,,,,
40.514,-79.952,69.812,35.428,7.2162,,,,,,,,,
40.516,-79.952,69.813,29.965,7.2162,,,,,,,,,
40.518,-79.952,69.814,25.026,7.2162,,,,,,,,,
40.519,-79.952,69.815,25.026,7.2163,,,,,,,,,
40.521,-79.952,97.224,25.026,7.3093,,,,,,,,,
40.523,-79.952,140.49,25.026,7.4018,,,,,,,,,
40.525,-79.952,140.49,25.026,7.4018,,,,,,,,,
40.527,-79.952,140.49,25.026,7.4018,,,,,,,,,
40.528,-79.952,140.49,25.026,7.4018,,,,,,,,,
40.53,-79.952,140.49,25.026,7.4017,,,,,,,,,
40.532,-79.952,140.49,25.026,7.4017,,,,,,,,,
40.262,-79.95,118.37,31.384,7.6986,,,,,,,,,
40.264,-79.95,118.37,31.384,7.6986,,,,,,,,,
40.266,-79.95,118.37,31.385,7.6986,,,,,,,,,
40.268,-79.95,118.37,31.385,7.6986,,,,,,,,,
40.269,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.271,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.273,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.275,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.277,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.278,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.28,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.282,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.284,-79.95,118.37,31.385,7.6987,,,,,,,,,
40.286,-79.95,118.37,23.519,7.6987,,,,,,,,,
40.287,-79.95,118.37,23.519,7.6987,,,,,,,,,
40.289,-79.95,127.08,23.519,7.3344,,,,,,,,,
40.291,-79.95,172.89,23.519,5.3914,,,,,,,,,
40.293,-79.95,172.89,23.519,5.3914,,,,,,,,,
40.295,-79.95,172.89,23.519,5.3915,,,,,,,,,
40.296,-79.95,172.89,23.519,5.3915,,,,,,,,,
40.298,-79.95,172.89,23.519,5.3915,,,,,,,,,
40.3,-79.95,172.89,23.519,5.3915,,,,,,,,,
40.302,-79.95,172.89,23.519,5.3915,,,,,,,,,
40.304,-79.95,172.89,23.52,5.3915,,,,,,,,,
40.305,-79.95,172.9,23.52,5.3915,,,,,,,,,
40.307,-79.95,172.9,23.52,5.3915,,,,,,,,,
40.309,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.311,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.313,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.314,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.316,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.318,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.32,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.322,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.323,-79.95,172.9,23.52,5.3916,,,,,,,,,
40.325,-79.95,174.59,29.099,7.0659,,,,,,,,,
40.327,-79.95,160.12,37.406,9.014,,,,,,,,,
40.329,-79.95,160.12,37.406,9.0141,,,,,,,,,
40.331,-79.95,160.12,37.406,9.0142,,,,,,,,,
40.332,-79.95,160.12,37.406,9.0143,,,,,,,,,
40.334,-79.95,160.12,37.406,9.0144,,,,,,,,,
40.336,-79.95,160.13,37.406,9.0145,,,,,,,,,
40.338,-79.95,160.13,37.406,9.0147,,,,,,,,,
40.34,-79.95,160.13,37.406,9.0148,,,,,,,,,
40.341,-79.95,160.13,37.406,9.0149,,,,,,,,,
40.343,-79.95,160.13,37.406,9.0151,,,,,,,,,
40.345,-79.95,160.14,37.406,9.0152,,,,,,,,,
40.347,-79.95,160.14,37.406,9.0154,,,,,,,,,
40.349,-79.95,160.14,37.405,9.0155,,,,,,,,,
40.35,-79.95,160.14,37.405,9.0156,,,,,,,,,
40.352,-79.95,160.14,37.405,9.0157,,,,,,,,,
40.354,-79.95,160.14,37.405,9.0158,,,,,,,,,
40.356,-79.95,160.14,37.405,9.0158,,,,,,,,,
40.358,-79.95,160.14,37.405,9.0158,,,,,,,,,
40.359,-79.95,160.14,37.405,9.0157,,,,,,,,,
40.361,-79.95,160.14,37.405,9.0156,,,,,,,,,
40.363,-79.95,160.14,37.405,9.0155,,,,,,,,,
40.365,-79.95,160.14,37.406,9.0153,,,,,,,,,
40.367,-79.95,160.14,37.406,9.0152,,,,,,,,,
40.368,-79.95,160.13,37.406,9.015,,,,,,,,,
40.37,-79.95,160.13,37.406,9.0149,,,,,,,,,
40.372,-79.95,160.13,37.406,9.0147,,,,,,,,,
40.374,-79.95,178.44,37.406,12.554,,,,,,,,,
40.376,-79.95,178.45,37.406,12.555,,,,,,,,,
40.377,-79.95,178.46,37.406,12.555,,,,,,,,,
40.379,-79.95,178.47,37.406,12.556,,,,,,,,,
40.381,-79.95,178.48,37.406,12.556,,,,,,,,,
40.383,-79.95,178.49,37.406,12.557,,,,,,,,,
40.385,-79.95,178.5,37.406,12.557,,,,,,,,,
40.386,-79.95,178.5,36.659,12.558,,,,,,,,,
40.388,-79.95,178.5,32.942,12.558,,,,,,,,,
40.39,-79.95,178.5,32.942,12.558,,,,,,,,,
40.392,-79.95,178.5,32.942,12.557,,,,,,,,,
40.394,-79.95,178.49,32.942,12.557,,,,,,,,,
40.395,-79.95,178.48,32.942,12.557,,,,,,,,,
40.397,-79.95,178.47,32.943,12.556,,,,,,,,,
40.399,-79.95,178.46,32.943,12.555,,,,,,,,,
40.401,-79.95,154.66,32.943,9.6981,,,,,,,,,
40.402,-79.95,154.67,32.944,9.6983,,,,,,,,,
40.404,-79.95,154.68,32.944,9.6985,,,,,,,,,
40.406,-79.95,154.7,32.945,9.6987,,,,,,,,,
40.408,-79.95,154.72,32.945,9.6989,,,,,,,,,
40.41,-79.95,154.74,32.946,9.6992,,,,,,,,,
40.411,-79.95,154.77,32.947,9.6996,,,,,,,,,
40.413,-79.95,154.79,32.948,9.7,,,,,,,,,
40.415,-79.95,154.82,32.949,9.7005,,,,,,,,,
40.417,-79.95,154.85,32.95,9.7009,,,,,,,,,
40.419,-79.95,154.88,32.951,9.7013,,,,,,,,,
40.42,-79.95,154.9,32.952,9.7015,,,,,,,,,
40.422,-79.95,154.91,32.952,9.7016,,,,,,,,,
40.424,-79.95,154.9,32.952,9.7015,,,,,,,,,
40.426,-79.95,154.88,32.951,9.7012,,,,,,,,,
40.428,-79.95,154.85,32.95,9.7009,,,,,,,,,
40.429,-79.95,153.96,28.768,9.7782,,,,,,,,,
40.431,-79.95,153.27,31.009,9.3478,,,,,,,,,
40.433,-79.95,149.95,33.275,9.3526,,,,,,,,,
40.435,-79.95,149.96,33.279,9.3592,,,,,,,,,
40.437,-79.95,149.98,33.283,9.3683,,,,,,,,,
40.438,-79.95,149.99,33.288,9.3797,,,,,,,,,
40.44,-79.95,150.01,33.294,9.3909,,,,,,,,,
40.442,-79.95,150.02,33.296,9.3959,,,,,,,,,
40.444,-79.95,150.01,33.294,9.3909,,,,,,,,,
40.446,-79.95,149.99,33.288,9.3797,,,,,,,,,
40.447,-79.95,150.14,35.003,7.848,,,,,,,,,
40.449,-79.95,147.3,35.719,6.0861,,,,,,,,,
40.451,-79.95,147.33,35.722,6.0924,,,,,,,,,
40.453,-79.95,147.32,35.721,6.0903,,,,,,,,,
40.455,-79.95,147.27,35.717,6.0814,,,,,,,,,
40.456,-79.95,147.22,35.712,6.0708,,,,,,,,,
40.458,-79.95,147.17,35.708,6.0616,,,,,,,,,
40.46,-79.95,111.46,35.964,9.1562,,,,,,,,,
40.462,-79.95,111.44,35.965,9.1549,,,,,,,,,
40.464,-79.95,111.42,35.966,9.1537,,,,,,,,,
40.465,-79.95,111.41,35.967,9.1532,,,,,,,,,
40.467,-79.95,111.42,35.967,9.1535,,,,,,,,,
40.469,-79.95,111.43,35.966,9.1546,,,,,,,,,
40.471,-79.95,111.46,35.964,9.1559,,,,,,,,,
40.473,-79.95,69.621,35.963,7.2108,,,,,,,,,
40.474,-79.95,69.566,35.962,7.2092,,,,,,,,,
40.476,-79.95,69.514,35.961,7.2075,,,,,,,,,
40.478,-79.95,69.485,35.961,7.2065,,,,,,,,,
40.48,-79.95,69.497,36.845,7.2069,,,,,,,,,
40.482,-79.95,69.543,35.452,7.2084,,,,,,,,,
40.483,-79.95,69.599,35.45,7.2102,,,,,,,,,
40.485,-79.95,69.649,35.448,7.2117,,,,,,,,,
40.487,-79.95,69.689,35.446,7.2128,,,,,,,,,
40.489,-79.95,69.718,35.444,7.2136,,,,,,,,,
40.491,-79.95,69.74,35.442,7.2142,,,,,,,,,
40.492,-79.95,69.756,35.44,7.2147,,,,,,,,,
40.494,-79.95,69.768,35.438,7.215,,,,,,,,,
40.496,-79.95,69.778,35.437,7.2153,,,,,,,,,
40.498,-79.95,69.785,35.435,7.2155,,,,,,,,,
40.5,-79.95,69.791,35.434,7.2156,,,,,,,,,
40.501,-79.95,69.795,35.433,7.2157,,,,,,,,,
40.503,-79.95,69.799,35.432,7.2158,,,,,,,,,
40.505,-79.95,69.802,35.431,7.2159,,,,,,,,,
40.507,-79.95,69.805,35.43,7.216,,,,,,,,,
40.509,-79.95,69.807,35.43,7.2161,,,,,,,,,
40.51,-79.95,69.809,31.919,7.2161,,,,,,,,,
40.512,-79.95,69.81,25.026,7.2161,,,,,,,,,
40.514,-79.95,69.812,25.026,7.2162,,,,,,,,,
40.516,-79.95,69.813,25.026,7.2162,,,,,,,,,
40.518,-79.95,111.1,25.026,7.3844,,,,,,,,,
40.519,-79.95,140.49,25.026,7.4019,,,,,,,,,
40.521,-79.95,140.49,25.026,7.4019,,,,,,,,,
40.523,-79.95,140.49,25.026,7.4019,,,,,,,,,
40.525,-79.95,140.49,25.026,7.4019,,,,,,,,,
40.527,-79.95,140.49,25.026,7.4018,,,,,,,,,
40.528,-79.95,140.49,25.026,7.4018,,,,,,,,,
40.53,-79.95,140.49,25.026,7.4018,,,,,,,,,
40.532,-79.95,140.49,25.026,7.4017,,,,,,,,,
40.262,-79.947,118.37,31.384,7.6986,,,,,,,,,
40.264,-79.947,118.37,31.385,7.6986,,,,,,,,,
40.266,-79.947,118.37,31.385,7.6987,,,,,,,,,
40.268,-79.947,118.37,31.385,7.6987,,,,,,,,,
40.269,-79.947,118.37,31.385,7.6987,,,,,,,,,
40.271,-79.947,118.37,31.385,7.6987,,,,,,,,,
