LAT,LON,CO,O3,PM025,
40.262,-80.12,239.84,14.685,9.1066
40.264,-80.12,244.78,14.687,9.092
40.267,-80.12,250.5,14.688,9.072
40.269,-80.12,255.29,14.689,9.074
40.271,-80.12,261.69,14.69,9.081
40.273,-80.12,267.35,14.691,9.107
40.276,-80.12,267.47,14.693,9.1064
40.278,-80.12,274.17,14.694,9.2184
40.28,-80.12,281.81,14.695,9.2192
40.282,-80.12,287.96,14.696,9.2025
40.285,-80.12,293.79,14.697,9.1709
40.287,-80.12,300.58,14.697,9.1518
40.289,-80.12,306.73,14.698,9.1361
40.291,-80.12,313.36,14.699,9.1077
40.294,-80.12,319.55,14.7,9.0698
40.296,-80.12,326.68,14.7,9.0383
40.298,-80.12,334.75,14.701,9.0988
40.3,-80.12,337.02,14.702,9.0686
40.303,-80.12,327.92,14.702,9.0011
40.305,-80.12,322.62,14.702,9.086
40.307,-80.12,313.49,14.703,9.2196
40.309,-80.12,306.24,15.88,9.2988
40.312,-80.12,295.55,20.802,9.2399
40.314,-80.12,289.98,25.818,9.2587
40.316,-80.12,284.53,29.717,9.3155
40.318,-80.12,264.86,32.274,9.4053
40.321,-80.12,247.35,34.394,9.2548
40.323,-80.12,230.7,36.288,9.2406
40.325,-80.12,219.79,37.118,9.9797
40.327,-80.12,217.87,36.56,10.799
40.33,-80.12,228.41,36.201,11.076
40.332,-80.12,239.74,35.269,11.306
40.334,-80.12,243.46,34.549,11.36
40.336,-80.12,249.95,35.136,11.605
40.339,-80.12,252.76,35.137,11.778
40.341,-80.12,256.5,34.62,11.895
40.343,-80.12,257.77,34.622,11.939
40.345,-80.12,260.02,34.088,12.003
40.348,-80.12,260.54,34.091,12.013
40.35,-80.12,260.21,33.638,12.012
40.352,-80.12,258.57,33.642,12.019
40.354,-80.12,259.79,33.646,12.051
40.357,-80.12,259.78,33.651,12.05
40.359,-80.12,259.78,33.655,12.05
40.361,-80.12,259.77,33.659,12.05
40.363,-80.12,259.77,33.663,12.049
40.366,-80.12,259.76,33.668,12.049
40.368,-80.12,259.76,33.672,12.049
40.37,-80.12,259.76,33.676,12.048
40.372,-80.12,259.75,33.681,12.048
40.375,-80.12,259.75,33.685,12.048
40.377,-80.12,259.74,33.689,12.047
40.379,-80.12,259.74,33.693,12.047
40.381,-80.12,259.73,33.698,12.047
40.384,-80.12,259.73,33.702,12.046
40.386,-80.12,259.72,33.706,12.046
40.388,-80.12,259.72,33.71,12.046
40.39,-80.12,259.71,33.714,12.045
40.393,-80.12,259.71,33.718,12.045
