LAT,LON,CO,O3,PM025,
40.262,-80.12,241.5,13.83,9.0601
40.264,-80.12,246.41,13.832,9.0562
40.267,-80.12,250.45,13.833,9.0374
40.269,-80.12,255.99,13.834,9.0152
40.271,-80.12,260.99,13.835,9.044
40.273,-80.12,267.39,13.836,9.1784
40.276,-80.12,267.51,13.837,9.1779
40.278,-80.12,274.72,13.838,9.2027
40.28,-80.12,280.43,13.839,9.1948
40.282,-80.12,286.17,13.84,9.1722
40.285,-80.12,292.99,13.841,9.1636
40.287,-80.12,299.16,13.842,9.1576
40.289,-80.12,305.81,13.842,9.1395
40.291,-80.12,312.03,13.843,9.1079
40.294,-80.12,319.18,13.844,9.0823
40.296,-80.12,327.28,13.844,9.1522
40.298,-80.12,333.48,13.845,9.1094
40.3,-80.12,336.2,13.845,9.0815
40.303,-80.12,329.13,13.846,9.0492
40.305,-80.12,322.62,13.846,9.1403
40.307,-80.12,312.57,13.847,9.2539
40.309,-80.12,307.03,15.017,9.336
40.312,-80.12,296.3,20.019,9.2336
40.314,-80.12,291.65,24.999,9.2577
40.316,-80.12,287.58,28.337,9.3275
40.318,-80.12,267.31,30.694,9.4861
40.321,-80.12,250.07,32.797,9.3087
40.323,-80.12,234.17,34.499,9.288
40.325,-80.12,224.34,35.179,10.049
40.327,-80.12,228.4,34.853,11.006
40.33,-80.12,239.2,34.801,11.209
40.332,-80.12,249.3,34.188,11.415
40.334,-80.12,251.89,33.777,11.522
40.336,-80.12,255.17,34.539,11.696
40.339,-80.12,256.99,34.54,11.887
40.341,-80.12,260,33.94,12.011
40.343,-80.12,261.4,33.941,12.066
40.345,-80.12,262.58,33.44,12.11
40.348,-80.12,262.94,33.443,12.116
40.35,-80.12,262.48,33.043,12.109
40.352,-80.12,260.74,33.047,12.085
40.354,-80.12,260.77,33.051,12.099
40.357,-80.12,260.77,33.054,12.099
40.359,-80.12,260.77,33.058,12.099
40.361,-80.12,260.77,33.062,12.098
40.363,-80.12,260.77,33.066,12.098
40.366,-80.12,260.77,33.069,12.098
40.368,-80.12,260.76,33.073,12.098
40.37,-80.12,260.76,33.077,12.097
40.372,-80.12,260.76,33.081,12.097
40.375,-80.12,260.76,33.085,12.097
